year,dispnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude
2006,4499,Colombia-Ecuador Border (Airspace),Midpoint of shared (national) border,-77.1538,0.343266
2006,4500,Colombia-Venezuela Border,Midpoint of shared (national) border,-69.9777,6.80034
2006,4531,Egypt-Israel Border,Midpoint of shared (national) border,34.4711,30.7262
2006,4532,"Latakia, Syria","Latakia, Syria",35.7953,35.5407
2006,4533,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156
2006,4534,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638
2006,4572,Malaysia-Thailand Border,Midpoint of shared (national) border,101.096,5.9239
2006,4573,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695
2006,4574,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
2006,4575,Pakistan (Waziristan [> ADM1]),Centroid of > ADM1,69.9079,32.6253
2006,4576,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695
2007,4392,DRC-Uganda Border (Lake Albert),Lake Albert,1.77179,30.9876
2007,4393,Burundi-DRC Border (Lake Tanganyika),Lake Tanganyika,29.5108,-6.25557
2007,4394,Eritrea-Ethiopia Border,Midpoint of shared (national) border,39.315,14.4783
2007,4395,Sudan (Darfur [> ADM1]),Centroid of > ADM1,25.8995,13.9876
2007,4435,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343
2007,4436,South Ossetia + Abkhazia + Georgia,Centroid of ADM0,43.5193,42.177
2007,4437,Finland-Russia Border (Airspace),Midpoint of shared (national) border,30.12,64.7844
2007,4478,China-Japan Border (Territorial Waters),Midpoint of shortest distance between territorial waters,121.671,25.3028
2007,4479,Taiwan Territorial Waters,Taiwan territorial waters nearest to China,119.966,24.4155
2007,4501,Colombia-Ecuador Border,Midpoint of shared (national) border,-77.1538,0.343266
2007,4535,Iraq,Centroid of ADM0,43.7721,33.048
2007,4536,Iraq (Kurdistan [> ADM1]),Centroid of > ADM1,44.5254,36.1063
2007,4537,Iraq (Kurdistan [> ADM1]),Centroid of > ADM1,44.5254,36.1063
2007,4538,"Baghdad, Iraq","Baghdad, Iraq",44.3615,33.3128
2007,4539,Syria,Centroid of ADM0,38.5212,35.0248
2007,4577,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695
2007,4578,Afghanistan (Nimroz [ADM1])-Iran Border,Midpoint of shared (subnational) border,61.5631,30.586
2007,4579,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
2007,4580,China-India Border,Point along shared noncontiguous border nearest midpoint of contiguous border including neighbors,81.0301,30.2133
2008,4396,Ethiopia-Somalia Border (Shebelle River),"Intersection of Shebelle River, Ethiopia, Somalia",4.95667,45.0143
2008,4397,"Doblai, Somalia","Diblaay, Somalia",44.4611,1.52139
2008,4398,Djibouti-Eritrea Border,Midpoint of shared (national) border,42.7872,12.4188
2008,4399,Ethiopia (Tach Armachecho [< ADM2]),Centroid of Tach Armacho,37.0736,13.0338
2008,4400,Kenyan-Somali (Gedo [ADM1]) Border,Midpoint of shared (subnational) border,42.3331,4.16455
2008,4401,"Mogadishu, Somalia","Mogadishu, Somalia",2.04693,45.3182
2008,4438,"Sevastapol, Ukraine","Sevastapol, Ukraine",33.5254,44.6166
2008,4439,Bulgaria-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.1656,41.9813
2008,4440,Spitsbergen Islands (Norway),Spitsbergen Islands,13.4839,78.9014
2008,4480,"Izu Islands, Japan","Izu Islands, Japan",139.772,33.1714
2008,4481,Northern Limit Line (in Yellow Sea; Maritime DMZ Border),Midpoint of Northern Limit Line,125.143,37.1824
2008,4482,Senkaku (Diaoyu) Islands,Senkaku Islands,123.583,25.8333
2008,4502,Colombia-Ecuador Border,Midpoint of shared (national) border,-77.1538,0.343266
2008,4503,Colombia-Ecuador Border,Midpoint of shared (national) border,-77.1538,0.343266
2008,4540,Iraq-Syria Border,Midpoint of shared (national) border,41.2236,34.8775
2008,4541,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638
2008,4581,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695
2008,4582,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152
2008,4583,Afghanistan-Iran Border,Midpoint of shared (national) border,60.7024,32.6938
2008,4584,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695
2008,4585,India (Jammu and Kashmir [ADM1])-Pakistan Border,Midpoint of shared (subnational) border,73.9456,34.5718
2008,4586,Straits of Malacca,Straits of Malacca,99.5451,4.66259
2008,4587,India-Sri Lanka Border (Territorial Waters),Midpoint of shared (territorial water) border,79.5333,9.20362
2008,4588,Cambodia (Preah Vihear [ADM1]),Centroid of ADM1,105.008,13.798
2008,4589,Indonesia-Papua New Guinea Border,Midpoint of shared (national) border,141.006,-5.95494
2008,4590,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152
2008,4591,Bangladesh-Myanmar Border,Midpoint of shared (national) border,92.5799,21.2779
2008,4592,Bangladesh-India Border (Territorial Waters),Midpoint of shared (territorial water) border,89.1752,21.5026
2009,4402,DRC (Bas Congo [ADM1]),Centroid of ADM1,14.3176,-5.29077
2009,4403,Sudan (Darfur [> ADM1]),Centroid of > ADM1,25.8995,13.9876
2009,4404,Kenyan-Somali Border,Midpoint of shared (national) border,40.9886,1.22132
2009,4441,Moldova-Ukraine Border,Midpoint of shared (national) border,29.5903,47.0142
2009,4483,Northern Limit Line (in Yellow Sea; Maritime DMZ Border),Midpoint of Northern Limit Line,125.143,37.1824
2009,4484,Kuril Islands,Kuril Islands,150.971,47.1544
2009,4485,Russia Territorial Waters,Point along Russia territorial waters nearest to China territorial waters,130.698,42.2923
2009,4486,South China Sea,South China Sea,114.405,15.4881
2009,4487,China-India Border,Point along shared noncontiguous border nearest midpoint of contiguous border including neighbors,81.0301,30.2133
2009,4504,Colombia-Ecuador Border,Midpoint of shared (national) border,-77.1538,0.343266
2009,4505,Colombia-Venezuela Border,Midpoint of shared (national) border,-69.9777,6.80034
2009,4542,Gaza Strip-Israel Border,Midpoint of shared (national) border,34.4123,31.4243
2009,4543,Iran-Iraq Border (Airspace),Midpoint of shared (national) border,45.6418,33.7638
2009,4544,Egypt-Israel Border,Midpoint of shared (national) border,34.4711,30.7262
2009,4545,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156
2009,4546,"Maysan (ADM1), Iraq",Centroid of ADM1,47.0356,31.9076
2009,4593,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152
2009,4594,Afghanistan (Nimroz [ADM1])-Iran Border,Midpoint of shared (subnational) border,61.5631,30.586
2009,4595,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433
2009,4596,Bangladesh-Myanmar Border,Midpoint of shared (national) border,92.5799,21.2779
2009,4597,Iran-Pakistan Border,Midpoint of shared (national) border,62.8547,27.2283
2010,4405,"Zalambesa, Ethiopia","Zalambesa, Ethiopia",39.3827,14.52
2010,4406,Rwanda-Uganda (Kabale [ADM1]) Border,Midpoint of shared (subnational) border,30.0629,-1.39437
2010,4407,"al-Hoedieda, Yemen","al-Hodeida, Yemen",42.9709,14.7909
2010,4408,Kenya (Amanguriat [~ADM2]),"Amanguriat, Kenya",35.0042,2.27861
2010,4442,Kyrgystan-Uzbekistan Border,Midpoint of shared (national) border,71.9143,41.1896
2010,4443,Ikario Pelagos,Ikario Pelagos,26.3249,37.8039
2010,4488,Spratly Islands,Spratly Islands,111.917,8.63333
2010,4489,"Okinawa, Japan","Okinawa Island, Japan",127.945,26.5013
2010,4490,China-North Korea Border,Midpoint of shared (national) border,127.961,41.4349
2010,4491,Senkaku Islands,Senkaku Islands,123.583,25.8333
2010,4492,Senkaku Islands,Senkaku Islands,123.583,25.8333
2010,4493,China-South Korea Border (Territorial Waters),Midpoint of shortest distance between territorial waters,123.918,35.5052
2010,4506,Venezuela (Coastal Airspace),Point along territorial waters boundary nearest centroid of noncontiguous territorial waters,-66.0061,11.6028
2010,4507,Colombia-Venezuela Border (Airspace),Midpoint of shared (national) border,-69.9777,6.80034
2010,4508,Costa Rica-Nicaragua Border (Calero Island),Calero Island,-83.6455,10.7913
2010,4547,Iraq (Kurdistan [> ADM1]),Centroid of > ADM1,44.5254,36.1063
2010,4548,Persian Gulf,Persian Gulf,51.6834,26.7505
2010,4598,Afghanistan-Pakistan Border (Airspace),Midpoint of shared (national) border,69.227,31.8695
2010,4599,Afghanistan-Iran Border,Midpoint of shared (national) border,60.7024,32.6938
